OrderNumber,ProductName,size,Color,Category,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount
SO47425,Men's Bib-Shorts,M,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,53.994,53.994,0,4.3195
SO47425,Long-Sleeve Logo Jersey,L,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,28.8404,86.5212,0,6.9217
SO47425,Sport-100 Helmet,Na,Blue,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,20.1865,80.746,0,6.4597
SO47425,AWC Logo Cap,Na,Multi,Clothing,8.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,5.1865,15.5595,0,1.2448
SO47425,Road-650,60,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,469.794,2348.97,0,187.9176
SO47425,Road-650,52,Black,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,469.794,469.794,0,37.5835
SO47425,Women's Tights,S,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,44.994,224.97,0,17.9976
SO47425,LL Road Frame,52,Black,Components,306.5636,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,183.9382,367.8764,0,29.4301
SO47425,Women's Tights,L,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,44.994,89.988,0,7.199
SO47425,Sport-100 Helmet,Na,Black,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,20.1865,60.5595,0,4.8448
SO47425,LL Road Rear Wheel,Na,Black,Components,112.565,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,67.539,135.078,0,10.8062
SO47426,Road-250,48,Black,Bikes,2181.5625,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,1,1308.9375,1308.9375,0,104.715
SO47427,Mountain-200,38,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,7,1229.4589,8606.2123,0,688.497
SO47427,Mountain-300,44,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,647.994,2591.976,0,207.3581
SO47427,HL Mountain Rear Wheel,Na,Black,Components,327.215,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,196.329,588.987,0,47.119
SO47427,Mountain-300,40,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,647.994,1295.988,0,103.679
SO47427,ML Mountain Frame,44,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,209.256,418.512,0,33.481
SO47427,Mountain-200,42,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701
SO47427,Mountain-200,42,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,1242.8518,4971.4072,0,397.7126
SO47427,HL Mountain Frame,42,Silver,Components,1240.4545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,744.2727,744.2727,0,59.5418
SO47427,LL Mountain Front Wheel,Na,Black,Components,60.745,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,36.447,72.894,0,5.8315
SO47427,Men's Bib-Shorts,S,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,53.994,53.994,0,4.3195
SO47427,ML Mountain Front Wheel,Na,Black,Components,209.025,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,125.415,250.83,0,20.0664
SO47427,HL Mountain Front Wheel,Na,Black,Components,300.215,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,180.129,180.129,0,14.4103
SO47427,LL Mountain Rear Wheel,Na,Black,Components,87.745,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,52.647,52.647,0,4.2118
SO47427,Mountain-200,38,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,1242.8518,2485.7036,0,198.8563
SO47427,HL Mountain Handlebars,Na,NA,Components,109.3364,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,65.6018,196.8054,0,15.7444
SO47427,ML Mountain Handlebars,Na,NA,Components,56.2909,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,33.7745,67.549,0,5.4039
SO47427,HL Mountain Frame,38,Silver,Components,1240.4545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,744.2727,2977.0908,0,238.1673
SO47427,ML Mountain Frame,48,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,8,209.256,1674.048,0,133.9238
SO47427,Mountain-300,48,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,647.994,2591.976,0,207.3581
SO47427,ML Mountain Frame,38,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,209.256,418.512,0,33.481
SO47427,Full-Finger Gloves,L,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,Volume Discount 15 to 24,Southwest,15,20.8945,297.7466,15.6709,23.8197
SO47427,Full-Finger Gloves,M,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,22.794,113.97,0,9.1176
SO47427,Full-Finger Gloves,S,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,22.794,45.588,0,3.647
SO47428,ML Road Rear Wheel,Na,Black,Components,275.385,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,3,165.231,495.693,0,39.6554
SO47428,Road-650,58,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,2,469.794,939.588,0,75.167
SO47428,HL Road Frame,48,Black,Components,1301.3636,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,1,780.8182,780.8182,0,62.4655
SO47428,Road-650,48,Black,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,1,469.794,469.794,0,37.5835
SO47429,LL Road Frame,60,Red,Components,337.22,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,2,202.332,404.664,0,32.3731
SO47429,LL Road Frame,52,Black,Components,306.5636,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,3,183.9382,551.8146,0,44.1452
SO47429,LL Road Frame,44,Red,Components,337.22,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,1,202.332,202.332,0,16.1866
SO47429,Sport-100 Helmet,Na,Black,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,4,20.1865,80.746,0,6.4597
SO47429,Sport-100 Helmet,Na,Blue,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Central,1,20.1865,20.1865,0,1.6149
SO47430,Road-650,60,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,1,469.794,469.794,0,37.5835
SO47431,HL Mountain Front Wheel,Na,Black,Components,300.215,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,180.129,180.129,0,14.4103
SO47431,Men's Bib-Shorts,L,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,53.994,53.994,0,4.3195
SO47431,Men's Bib-Shorts,M,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,53.994,53.994,0,4.3195
SO47432,Women's Tights,S,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,2,44.994,89.988,0,7.199
SO47432,Road-650,52,Black,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,2,469.794,939.588,0,75.167
SO47432,Road-650,48,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,3,469.794,1409.382,0,112.7506
SO47432,AWC Logo Cap,Na,Multi,Clothing,8.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,1,5.1865,5.1865,0,0.4149
SO47432,Women's Tights,L,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,2,44.994,89.988,0,7.199
SO47432,Men's Bib-Shorts,M,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,5,53.994,269.97,0,21.5976
SO47432,Long-Sleeve Logo Jersey,L,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,4,28.8404,115.3616,0,9.2289
SO47432,HL Road Front Wheel,Na,Black,Components,330.06,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,2,198.036,396.072,0,31.6858
SO47432,Road-650,44,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,1,469.794,469.794,0,37.5835
SO47432,ML Road Front Wheel,Na,Black,Components,248.385,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,4,149.031,596.124,0,47.6899
SO47432,Road-650,58,Black,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,5,469.794,2348.97,0,187.9176
SO47432,Road-650,62,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Northeast,1,469.794,469.794,0,37.5835
SO47433,Full-Finger Gloves,L,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,22.794,91.176,0,7.2941
SO47434,Mountain-200,38,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268
SO47434,Mountain-200,46,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,1242.8518,4971.4072,0,397.7126
SO47434,Sport-100 Helmet,Na,Blue,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,20.1865,100.9325,0,8.0746
SO47434,HL Mountain Front Wheel,Na,Black,Components,300.215,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,180.129,360.258,0,28.8206
SO47434,ML Mountain Frame,44,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,209.256,627.768,0,50.2214
SO47434,HL Mountain Handlebars,Na,NA,Components,109.3364,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,65.6018,131.2036,0,10.4963
SO47434,Sport-100 Helmet,Na,Black,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,20.1865,60.5595,0,4.8448
SO47434,LL Mountain Handlebars,Na,NA,Components,40.4909,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,24.2945,48.589,0,3.8871
SO47434,Mountain-200,46,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701
SO47434,HL Mountain Frame,38,Silver,Components,1240.4545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,744.2727,1488.5454,0,119.0836
SO47434,LL Mountain Front Wheel,Na,Black,Components,60.745,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,36.447,145.788,0,11.663
SO47434,Full-Finger Gloves,M,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,Volume Discount 11 to 14,Southwest,11,22.0342,237.5287,4.8475,19.0023
SO47434,Long-Sleeve Logo Jersey,XL,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,9,28.8404,259.5636,0,20.7651
SO47434,ML Mountain Front Wheel,Na,Black,Components,209.025,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,125.415,250.83,0,20.0664
SO47434,Mountain-300,44,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,647.994,1295.988,0,103.679
SO47434,Women's Tights,L,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,44.994,224.97,0,17.9976
SO47434,Mountain-200,42,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,7,1229.4589,8606.2123,0,688.497
SO47434,AWC Logo Cap,Na,Multi,Clothing,8.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,5.1865,15.5595,0,1.2448
SO47434,Men's Bib-Shorts,S,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,53.994,161.982,0,12.9586
SO47434,Women's Tights,S,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,44.994,179.976,0,14.3981
SO47434,Men's Bib-Shorts,L,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,53.994,161.982,0,12.9586
SO47434,Half-Finger Gloves,M,Black,Clothing,23.5481,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,14.1289,42.3867,0,3.3909
SO47434,Men's Sports Shorts,M,Black,Clothing,59.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,35.994,179.97,0,14.3976
SO47434,LL Mountain Rear Wheel,Na,Black,Components,87.745,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,52.647,157.941,0,12.6353
SO47434,Mountain-300,48,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,647.994,1943.982,0,155.5186
SO47434,ML Mountain Rear Wheel,Na,Black,Components,236.025,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,141.615,141.615,0,11.3292
SO47434,Full-Finger Gloves,S,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,22.794,45.588,0,3.647
SO47434,Sport-100 Helmet,Na,Red,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,20.1865,100.9325,0,8.0746
SO47434,Minipump,Na,NA,Accessories,19.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,11.994,11.994,0,0.9595
SO47434,Mountain-200,42,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,1242.8518,2485.7036,0,198.8563
SO47434,Men's Bib-Shorts,M,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,53.994,215.976,0,17.2781
SO47434,Long-Sleeve Logo Jersey,M,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,28.8404,28.8404,0,2.3072
SO47434,Full-Finger Gloves,L,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,8,22.794,182.352,0,14.5882
SO47434,ML Mountain Frame,48,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,209.256,837.024,0,66.9619
SO47434,HL Mountain Frame,42,Black,Components,1226.9091,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,736.1455,2944.582,0,235.5666
SO47434,Cable Lock,Na,NA,Accessories,25,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,15,30,0,2.4
SO47435,LL Mountain Front Wheel,Na,Black,Components,60.745,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,36.447,109.341,0,8.7473
SO47435,LL Fork,Na,NA,Components,148.22,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,88.932,266.796,0,21.3437
SO47435,Mountain-300,48,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,647.994,2591.976,0,207.3581
SO47435,Mountain-300,40,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,7,647.994,4535.958,0,362.8766
SO47435,Mountain-300,38,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,647.994,1943.982,0,155.5186
SO47435,ML Mountain Frame,38,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,209.256,418.512,0,33.481
SO47435,HL Mountain Frame,42,Black,Components,1226.9091,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,736.1455,1472.291,0,117.7833
SO47435,LL Mountain Handlebars,Na,NA,Components,40.4909,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,24.2945,97.178,0,7.7742
SO47435,HL Mountain Handlebars,Na,NA,Components,109.3364,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,65.6018,131.2036,0,10.4963
SO47435,ML Mountain Frame,40,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,209.256,418.512,0,33.481
SO47435,Men's Sports Shorts,M,Black,Clothing,59.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,35.994,107.982,0,8.6386
SO47435,ML Mountain Front Wheel,Na,Black,Components,209.025,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,125.415,376.245,0,30.0996
SO47435,HL Headset,Na,NA,Components,124.73,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,74.838,74.838,0,5.987
SO47435,Men's Bib-Shorts,S,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,53.994,323.964,0,25.9171
SO47435,LL Mountain Rear Wheel,Na,Black,Components,87.745,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,52.647,157.941,0,12.6353
SO47435,Mountain-200,42,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,1242.8518,2485.7036,0,198.8563
SO47435,Minipump,Na,NA,Accessories,19.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,7,11.994,83.958,0,6.7166
SO47435,Mountain-200,38,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701
SO47435,HL Fork,Na,NA,Components,229.49,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,137.694,550.776,0,44.0621
SO47435,Men's Bib-Shorts,L,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,53.994,161.982,0,12.9586
SO47435,Women's Tights,S,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,Volume Discount 11 to 14,Southwest,11,43.4942,468.8675,9.5687,37.5094
SO47435,Men's Sports Shorts,L,Black,Clothing,59.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,35.994,71.988,0,5.759
SO47435,HL Mountain Frame,46,Silver,Components,1240.4545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,744.2727,1488.5454,0,119.0836
SO47435,Men's Sports Shorts,S,Black,Clothing,59.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,35.994,179.97,0,14.3976
SO47435,Mountain-200,46,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268
SO47435,HL Mountain Frame,38,Silver,Components,1240.4545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,744.2727,1488.5454,0,119.0836
SO47435,Mountain-200,42,Black,Bikes,2049.0982,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134
SO47435,ML Headset,Na,NA,Components,102.29,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,61.374,184.122,0,14.7298
SO47435,HL Mountain Rear Wheel,Na,Black,Components,327.215,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,196.329,392.658,0,31.4126
SO47435,Full-Finger Gloves,L,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,Volume Discount 11 to 14,Southwest,12,22.0342,259.1222,5.2882,20.7298
SO47435,ML Mountain Frame,44,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,209.256,837.024,0,66.9619
SO47435,HL Mountain Frame,38,Black,Components,1226.9091,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,736.1455,1472.291,0,117.7833
SO47435,Full-Finger Gloves,S,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,22.794,45.588,0,3.647
SO47435,Half-Finger Gloves,L,Black,Clothing,23.5481,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,14.1289,28.2578,0,2.2606
SO47435,Half-Finger Gloves,M,Black,Clothing,23.5481,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,14.1289,28.2578,0,2.2606
SO47435,Men's Bib-Shorts,M,Multi,Clothing,89.99,2012-02-29,2012-12-03,2012-07-03,Volume Discount 11 to 14,Southwest,12,52.1942,613.8038,12.5266,49.1043
SO47435,Women's Tights,L,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,9,44.994,404.946,0,32.3957
SO47435,Sport-100 Helmet,Na,Red,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,20.1865,121.119,0,9.6895
SO47435,Mountain-300,44,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,647.994,2591.976,0,207.3581
SO47435,ML Mountain Handlebars,Na,NA,Components,56.2909,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,33.7745,202.647,0,16.2118
SO47435,Cable Lock,Na,NA,Accessories,25,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,10,15,150,0,12
SO47435,HL Mountain Frame,42,Silver,Components,1240.4545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,744.2727,744.2727,0,59.5418
SO47435,Mountain-200,46,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,1242.8518,4971.4072,0,397.7126
SO47435,Long-Sleeve Logo Jersey,XL,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,8,28.8404,230.7232,0,18.4579
SO47435,Sport-100 Helmet,Na,Blue,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,20.1865,40.373,0,3.2298
SO47435,Mountain-200,38,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,1242.8518,2485.7036,0,198.8563
SO47435,Women's Tights,M,Black,Clothing,74.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,44.994,224.97,0,17.9976
SO47435,Long-Sleeve Logo Jersey,L,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,8,28.8404,230.7232,0,18.4579
SO47435,Full-Finger Gloves,M,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,22.794,136.764,0,10.9411
SO47435,Long-Sleeve Logo Jersey,M,Multi,Clothing,48.0673,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,28.8404,173.0424,0,13.8434
SO47435,Sport-100 Helmet,Na,Black,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,8,20.1865,161.492,0,12.9194
SO47435,AWC Logo Cap,Na,Multi,Clothing,8.6442,2012-02-29,2012-12-03,2012-07-03,Volume Discount 15 to 24,Southwest,15,4.7543,67.7488,3.5657,5.4199
SO47436,Road-650,62,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,469.794,1409.382,0,112.7506
SO47436,Road-650,44,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,7,469.794,3288.558,0,263.0846
SO47436,Road-650,60,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,469.794,2348.97,0,187.9176
SO47436,Road-650,58,Black,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,469.794,939.588,0,75.167
SO47436,Road-650,48,Red,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,469.794,2818.764,0,225.5011
SO47436,LL Road Frame,44,Red,Components,337.22,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,202.332,606.996,0,48.5597
SO47436,ML Road Frame-W,44,Yellow,Components,540.7545,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,324.4527,1297.8108,0,103.8249
SO47436,LL Road Rear Wheel,Na,Black,Components,112.565,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,67.539,405.234,0,32.4187
SO47436,LL Road Frame,60,Red,Components,337.22,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,202.332,809.328,0,64.7462
SO47436,HL Road Front Wheel,Na,Black,Components,330.06,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,198.036,990.18,0,79.2144
SO47436,ML Road Front Wheel,Na,Black,Components,248.385,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,149.031,149.031,0,11.9225
SO47436,LL Road Frame,52,Black,Components,306.5636,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,183.9382,183.9382,0,14.7151
SO47436,Sport-100 Helmet,Na,Red,Accessories,33.6442,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,20.1865,20.1865,0,1.6149
SO47436,Road-650,52,Black,Bikes,782.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,469.794,1879.176,0,150.3341
SO47437,HL Road Rear Wheel,Na,Black,Components,357.06,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,214.236,214.236,0,17.1389
SO47438,ML Mountain Frame,48,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,209.256,418.512,0,33.481
SO47438,Full-Finger Gloves,M,Black,Clothing,37.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,22.794,136.764,0,10.9411
SO47438,HL Headset,Na,NA,Components,124.73,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,74.838,224.514,0,17.9611
SO47438,HL Mountain Frame,38,Black,Components,1226.9091,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,736.1455,2208.4365,0,176.6749
SO47438,ML Mountain Frame,40,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,3,209.256,627.768,0,50.2214
SO47438,LL Fork,Na,NA,Components,148.22,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,88.932,88.932,0,7.1146
SO47438,Mountain-300,40,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,647.994,1295.988,0,103.679
SO47438,Mountain-300,48,Black,Bikes,1079.99,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,5,647.994,3239.97,0,259.1976
SO47438,Mountain-200,46,Silver,Bikes,2071.4196,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,4,1242.8518,4971.4072,0,397.7126
SO47438,HL Fork,Na,NA,Components,229.49,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,137.694,275.388,0,22.031
SO47438,ML Mountain Frame,38,Black,Components,348.76,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,209.256,418.512,0,33.481
SO47438,ML Headset,Na,NA,Components,102.29,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,6,61.374,368.244,0,29.4595
SO47438,LL Mountain Handlebars,Na,NA,Components,40.4909,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,2,24.2945,48.589,0,3.8871
SO47438,HL Mountain Front Wheel,Na,Black,Components,300.215,2012-02-29,2012-12-03,2012-07-03,No Discount,Southwest,1,180.129,180.129,0,14.4103
